name,district,cuisine,phone,website_url,reservation_url,place_id
光一一個時間 ( 生態池旁綠色建築 ),信義區,早午餐,02 2767 6300,https://lihi.cc/GN0v4,,ChIJb0aUA5SrQjQRZ9tlUfw2QNM
光一肆號,大安區,早午餐,02 2362 2211,https://lihi.cc/jlbfb,,ChIJ96O7DYmpQjQRwXiR9EspgkQ
光司DATE 義大利麵 大安店,大安區,義大利料理,02 2707 0330,https://m.facebook.com/kojiTaiwan/,,ChIJC__DU9KrQjQR3iQYdYuTS9c
光羽塩 Lytea,文山區,中式料理,02 2939 4050,,,ChIJt2u2gy0AaDQRbepuf1Gp6Lw
共味食光 HotelFloor,內湖區,義大利料理,02 2633 8555#2,https://www.dahuparkhotel.com.tw/restaurant/hotel-floor-restaurant-bar/,,ChIJ--MWv0GtQjQRyoI54_BoueY
吃吃看,士林區,義大利料理,02 2871 4678,https://tasters.waca.tw/,,ChIJz_Jc9oauQjQRlL4F-pTtP-M
吃吃看小館 台北老味道餐廳,萬華區,中式料理,02 2371 7555,https://www.facebook.com/cometoChiChiKan/,,ChIJRxp9m6epQjQRct-a8HKEDR4
吃吐趣,中正區,早午餐,02 2368 6038,,,ChIJy5OO95CpQjQRmTF5ixz9gAg
吉比鮮釀餐廳 南港店 GBA Brewery Restaurant - Nangang Store,南港區,美式料理,02 2788 9788,https://www.gbarestaurants.com.tw/,,ChIJY89PgVWtQjQRoFNDl1RMkWE
吉恩日輕食。咖啡,,咖啡廳,02 2341 5553,,,ChIJoW3YjXepQjQR4M9KcORUV2w
吉祥小館,士林區,中式料理,02 2838 3250,https://www.facebook.com/%E5%B0%8F%E8%83%96-%E5%90%89%E7%A5%A5%E5%B0%8F%E9%A4%A8-598425126888171/info/?tab=page_info,,ChIJHZ56gp6uQjQRYaoc4dyx2lM
吉諾義麵屋,信義區,義大利料理,02 2726 9020,,,ChIJc2PglqarQjQRg7AhUmcj8Jk
同安樂,大同區,台式料理,02 2557 6939,https://www.facebook.com/Taipeiness,,ChIJmTvw8BWpQjQRnJz6yNEbGVs
名順海鮮料理,內湖區,中式料理,02 2633 2217,,,ChIJWaAsubqsQjQRf7ZcgWiLzDE
吐思餐坊,南港區,早午餐,02 2783 5526,https://lin.ee/sRLbyBJ,,ChIJd8jrqxGrQjQRIr47VXIAZ2M
吐YOU 吐ME - 碳烤吐司專賣,松山區,早午餐,02 2719 0856,https://www.facebook.com/pg/%E5%90%90YOU-%E5%90%90ME-%E7%A2%B3%E7%83%A4%E5%90%90%E5%8F%B8%E5%B0%88%E8%B3%A3-316883455572913/photos/?tab=album&album_id=322613244999934,,ChIJzdL98uarQjQRbNNUi3I9oFo
向日葵精緻早午餐,中山區,早午餐,02 2517 6613,,,ChIJzS5q1eWrQjQRV6FkvITjCc4
吖香堡早午餐屋,松山區,早午餐,02 2764 7223,,,ChIJgSfu9eyrQjQRTOZ8FiEI5l0
好口福早午餐,中山區,早午餐,02 2507 1995,https://www.facebook.com/%E5%A5%BD%E5%8F%A3%E7%A6%8F%E6%97%A9%E5%8D%88%E9%A4%90-1623180034598508/,,ChIJNTfk01ipQjQRPL3gSIq5up8
好吧,士林區,早午餐,02 2876 5287,https://www.facebook.com/profile.php?id=100066857331538&mibextid=LQQJ4d,,ChIJwYqqLCGvQjQRsTBPcxjXj7Y
好時光披薩,松山區,披薩,02 2756 0108,https://www.facebook.com/AuraPizza,,ChIJZ2jGUY2rQjQRYsKWDi4QbD8
好捲早午餐,南港區,早午餐,0918 859 790,http://www.facebook.com/GoodRoll,,ChIJp5S_sHqrQjQR2wwsbgynL4M
好想見麵 昆陽店,南港區,中式料理,02 2652 2199,,,ChIJaXY9OACrQjQRNSJAJ7EFh_A
好義外PASTA家常義大利麵(民生店),松山區,義大利料理,0905 904 336,,,ChIJxemfYQCrQjQRUsjpkmpp3nQ
好聚會日式料理,北投區,日式料理,02 2895 0610,https://www.facebook.com/%E5%A5%BD%E8%81%9A%E6%9C%83%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86-411030902292928/,,ChIJMVd-506uQjQRBZpD43rAToo
安好食 和平店,大安區,早午餐,02 2738 4185,https://anhaoshih.oddle.me/zh_TW,,ChIJA7xCuqirQjQRGwBOltepJQk
安好食 新生店,大安區,早午餐,02 2366 0835,https://shop.ichefpos.com/store/OEE4L5KZ/ordering,,ChIJa8heQompQjQR76ML0NBsxL8
安好食-大巨蛋店 早午餐 炒麵,信義區,早午餐,02 2767 6381,https://shop.ichefpos.com/store/wCLa8m_K/ordering,,ChIJayuzMzyrQjQRUQYOXdZWaCg
安安早午餐 AnAnBrunch,中正區,早午餐,02 2361 2362,,,ChIJK9qSh6SpQjQRRKWb2tvbem0
安佳複合式餐點,南港區,早午餐,02 2654 8246,,,ChIJzbOpOnurQjQR9nOFIF4c1F4
安德睿 食代義廊 Andrea STYLE,中山區,披薩,,http://www.facebook.com/Andreaitalytaiwan,,ChIJpRLLouusQjQRJgJVeLEO0CU
弎文早午餐,北投區,早午餐,0985 152 343,https://www.facebook.com/%E5%BC%8E%E6%96%87%E6%97%A9%E5%8D%88%E9%A4%90-Sandwich-Dlight-100630659373545/?ref=pages_you_manage,,ChIJnZvlNEevQjQROg6GIscw2Qg
成真咖啡 台北西門店,萬華區,咖啡廳,02 2311 0277,https://www.cometrue-coffee.com/,,ChIJj0AiJfWpQjQRDhT888W1bxQ
成真咖啡 台北信義寶麗廣場店,信義區,咖啡廳,02 2722 8258,https://www.facebook.com/cometrue210/,,ChIJTbRQod2rQjQRum08B-IpGvY
成真咖啡 遠東SOGO台北天母店,士林區,咖啡廳,02 2836 8881,https://store.dudooeat.com/order/store/540efe32554d47feab72cf4a467b0de2,,ChIJ_0sm21-vQjQR8DbyHSM4PnQ
成真咖啡 ComeTrue CAFE 台北誠品松菸店,信義區,早午餐,02 6604 1680,https://www.cometrue-coffee.com/,,ChIJvyt0Ex2rQjQRGwH3ZttL9LA
早。,內湖區,早午餐,0902 358 698,https://www.instagram.com/morning77_/?igshid=1h4sq3gam9lng,,ChIJ5cvC-pOtQjQR1ERBJ5Z2HBo
早午餐俱樂部BBC,松山區,早午餐,02 2528 8889,https://instagram.com/breakfast_brunch_club?igshid=YzAwZjE1ZTI0Zg%3D%3D&utm_source=qr,,ChIJkalAOHmrQjQRRriBF4B2rMs
早安美芝城 北市永吉概念店,信義區,早午餐,02 2756 0155,https://www.macc.com.tw/,,ChIJZRDvqRKrQjQRGcKD88AZjA0
早安美芝城大安忠孝概念店,大安區,早午餐,02 2771 6007,,,ChIJM1YtymmrQjQRL0nVEXPxfGU
早安美芝城信義吳興概念店,信義區,早午餐,02 2758 6337,,,ChIJqWPf-t2rQjQRN-ZaWEfDYPI
早初晚歸早午餐,中山區,早午餐,02 2585 0397,https://www.facebook.com/%E6%97%A9%E5%88%9D%E6%99%9A%E6%AD%B8%E6%97%A9%E5%8D%88%E9%A4%90-381461999266129/,,ChIJh2e_C0SpQjQRcU5jae_pMD0
早吧 Morning Bar,士林區,小酒館/餐酒館,02 2832 5310,https://www.facebook.com/%E6%97%A9%E5%90%A7-Morning-Bar-144704302539479/,,ChIJz0WzAb2uQjQRIZueHyQkMt0
早吧 Morning Bar 伊通店,中山區,小酒館/餐酒館,02 2515 2737,https://www.facebook.com/%E6%97%A9%E5%90%A7-Morning-Bar-%E4%BC%8A%E9%80%9A%E5%BA%97-568332323536464/,,ChIJBwrfuwapQjQRPfMh7Lp6QEc
早來午來板煎早午餐,內湖區,早午餐,0906 687 003,https://www.facebook.com/%E6%97%A9%E4%BE%86%E5%8D%88%E4%BE%86-100195222694777/,,ChIJqdDePS-tQjQRUVs9olrBhwg
早珊 Toast & Tea（週六內用建議提前預訂）,大安區,早午餐,0984 403 732,https://www.ubereats.com/store/%E6%97%A9%E7%8F%8A/rtdJMJpQR-CPxUyMGYAIOg?diningMode=DELIVERY,,ChIJg8_brU6rQjQR5HicW9Djj9U
早食暮想 精緻早午餐,內湖區,早午餐,02 2537 5378,,,ChIJGXB_LWqpQjQRPkT7-ioRxFQ
早寧午食,士林區,早午餐,02 2828 6778,https://www.facebook.com/profile.php?id=100063827806952,,ChIJb3LIflWvQjQRnsEmXIZjfhs
早點醒,信義區,早午餐,02 2723 7632,https://www.facebook.com/zaopower,,ChIJeY-MOqSrQjQR30bwWOZVEcA
早饗&晚饗,信義區,早午餐,02 2727 2948,,,ChIJVYI8EjOrQjQRrwpq0ry33do
有耳朵早午餐 老宅店,中山區,早午餐,0989 275 294,https://shop.ichefpos.com/store/exmh4FmY/reserve,,ChIJmSExC_ipQjQR8o0qOJaVDcY
有間小館,松山區,中式料理,02 2745 8917,https://www.facebook.com/ujankitchen/,,ChIJK5GmlHyrQjQRPNKNdgjHRhU
江浙 秀蘭小館,大安區,中式料理,02 2393 0167,https://inline.app/booking/-OcnWFunvPdMxiipCjFM:inline-live-3/-OcnWG08PR2MVWNWOiTc,,ChIJK5RQPYKpQjQRl9cqkvtxY0M
米家廚房義大利麵,信義區,義大利料理,02 8789 9668,https://www.facebook.com/migakitchenpasta,,ChIJbZMi8smrQjQRFjiDk2bA2X4
米荳尼早餐店,內湖區,早午餐,02 2634 5198,,,ChIJtev3brysQjQR_0rjiGynB2Y
米凱修義式料理,士林區,義大利料理,02 2880 2566,,,ChIJ7Vd1ubCuQjQRnklhbBPEjXY
米糕日子,士林區,台灣小吃,0989 480 802,https://instagram.com/migo_day?utm_medium=copy_link,,ChIJDaE7KqyvQjQRCG1Io3sZYMc
米の嶼 沖繩飯糰,北投區,早午餐,0987 519 578,https://lin.ee/YAElGWg,,ChIJPxryaGGvQjQRZU1P8AOad8A
羊毛與花 ‧ 永康,大安區,咖啡廳,02 2358 3153,https://www.facebook.com/youmoutoohanacoffee,,ChIJ_7jtwIOpQjQR52nsfxMlSl8
羽樂歐陸創意料理,松山區,歐陸料理,02 2578 2656,https://www.ulovebistro.com/,,ChIJlVNfWeqrQjQRqO4OMZ0keZ4
老三咖啡 (台北民生店),中山區,咖啡廳,02 2531 6660,https://www.facebook.com/dante.minsheng.xinsheng?mibextid=LQQJ4d,,ChIJOZxEWF2pQjQRhCu3Te92_0Y
老倉庫,士林區,早午餐,02 2833 6908,https://www.facebook.com/Marcus.warehouse1/,,ChIJy_uSHZeuQjQRkIZPihOvkxk
老爹 懷舊家常料理,中山區,中式料理,02 2567 3138,https://www.facebook.com/%E8%80%81%E7%88%B9-%E6%87%B7%E8%88%8A%E5%AE%B6%E5%B8%B8%E6%96%99%E7%90%86-325224448421481/,,ChIJEfxs8tupQjQRx0xOH58i5rU
老爺小花園,中山區,義大利料理,02 2518 3381,https://www.facebook.com/Royal-petite-garden-%E8%80%81%E7%88%BA%E5%B0%8F%E8%8A%B1%E5%9C%92-990384347660854/info/?tab=page_info,,ChIJ-_VdlmGpQjQRzQLgorNNDLA
老闆屬狗 So Good,中山區,義大利料理,0979 959 858,https://www.facebook.com/%E8%80%81%E9%97%86%E5%B1%AC%E7%8B%97-So-Good-731728060342371/,,ChIJNeL_00SpQjQR42XSXxCX1NQ
而立早午餐 Breakfast & Brunch,中山區,早午餐,0975 808 221,https://reurl.cc/ZyLpDl,,ChIJOSMJ-zipQjQRQvnhHmH8WT0
肉肉大米,信義區,日式料理,02 2722 1599,https://www.instagram.com/nikuniku_oh_kome.tw?igsh=MXNxdTh5d2x2eXBydg==,,ChIJRTWlIQCrQjQRRSYVaiqbfAg
自彈自唱 Dolce far Niemte,大安區,美式料理,02 2367 0234,https://www.instagram.com/dolce_far_niemte1008/,,ChIJCYvjW5-pQjQR-Ie6cd7DPA0
艾朋牛排餐酒館,信義區,義大利料理,02 2756 7788,http://www.apointsteak.com.tw/,,ChIJYzLihrurQjQRVmV1XPoNuks
艾朗廚房Eilang Kitchen,信義區,早午餐,0938 519 002,https://www.instagram.com/eilang_kitchen,,ChIJt7c70zarQjQR6zkB-OpTh9E
艾堤早午餐,內湖區,早午餐,02 2799 0805,https://order.idin.today/zcv7k/shop?tag=admin,,ChIJ5ZIla7mtQjQRoJgsatR6S98
艾萊創意早午餐-創始店I like,信義區,早午餐,0979 519 605,https://www.ubereats.com/tw/store/%E8%89%BE%E8%90%8A%E6%97%A9%E5%8D%88%E9%A4%90%E5%89%B5%E5%A7%8B%E5%BA%97/_fc0FDzcV--aJTO061qdjA?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVFNSVCRiVBMCVFNSVBRCU5RCVFNiU5RCVCMSVFOCVCNyVBRiVFNSU4NSVBRCVFNiVBRSVCNTgzJUU4JTk5JTlGJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyQ2hJSmdVQ28ySFdyUWpRUjBxR2dNWjkwWDhzJTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMmdvb2dsZV9wbGFjZXMlMjIlMkMlMjJsYXRpdHVkZSUyMiUzQTI1LjA0ODEzNDYlMkMlMjJsb25naXR1ZGUlMjIlM0ExMjEuNTg0NDg1OSU3RA%3D%3D,,ChIJBxr2NvCrQjQR5Bpsmam9kyw
艾蘿拉義式廚房,信義區,義大利料理,02 8786 1691,,,ChIJgymDYACrQjQRx4ir1eLpXpk
辺 hotori (暫時沒有漢堡排),松山區,日式料理,02 2578 6518,,,ChIJ_9t_Bg2rQjQRAYC23Q4YPAE
佐料咖啡,信義區,咖啡廳,02 2756 7880,https://www.facebook.com/seasoningcoffee/,,ChIJf4E2xLyrQjQRp2xaPfb-2Vo
初心CP早午餐店,內湖區,早午餐,02 2627 0845,https://line.me/R/ti/p/@594azxam?oat_content=url&ts=01182105,,ChIJFyIsUACtQjQRaBtKIUrCUmI
初作早餐 光復店,信義區,早午餐,0983 667 591,https://shop.ichefpos.com/store/cVCuSQzr/ordering,,ChIJuX5PLm6rQjQRwlH9LPJA34w
初披薩Truepizza,文山區,披薩,02 2930 3066,https://www.facebook.com/profile.php?id=100089283192647&mibextid=LQQJ4d,,ChIJdQ4AO-SrQjQRS8WzfKfL-HE
初芽 Sprout,士林區,美式料理,02 2876 6080,,,ChIJn38a932uQjQRfEng8ILihp0
初張嘴餐飲店,中正區,早午餐,02 2339 2667,,,ChIJf1Ak4LypQjQRyHNv8zVe74Q
別處咖啡 Away cafe,中正區,咖啡廳,02 2368 9713,https://pse.is/EE85W,,ChIJr52_JZ2pQjQRQ_UeWocNMTE
妖食 手作食堂,大安區,無菜單料理,0920 989 156,https://www.facebook.com/CraveFoodKitchen/,,ChIJA-CSdISpQjQRdIySsQDlW6Y
宏記飯館,松山區,中式料理,02 3765 3886,,,ChIJeenGGhCrQjQRl_3s9xMzPCE
尾田家オダヤ,北投區,日式料理,02 2893 1813,https://www.facebook.com/%E5%B0%BE%E7%94%B0%E5%AE%B6%E3%82%AA%E3%83%80%E3%83%A4-104892491362485,,ChIJFfUnrQivQjQRK0wmMZkCGEs
希斯酪義大利麵,北投區,義大利料理,02 2892 5351,,,ChIJUxGb2PmuQjQRt7psroY3zU0
希臘左巴 歐陸風味館,大安區,希臘料理,02 8369 1974,https://greek-go.com/,,ChIJ2wpBPompQjQRnNdkOhvOaS8
快樂村咖哩屋,大同區,日式料理,02 2595 6177,https://www.facebook.com/HappyCurryHouse,,ChIJRzYcl0ipQjQRM73cGa9f-EY
扶風堂 披薩.義麵.吉拉朵,松山區,披薩,02 2715 3377,https://www.facebook.com/FoodFullTongue/,,ChIJhWxqhiirQjQRzQ0_mgRYZwM
批薩謎勒 Happy Buddha Pizza,中山區,披薩,02 2535 0755,https://inline.app/booking/-NbChUW51FqtQ6HE1kbz:inline-live-3/-NbChUhJ6T-oOTitwHjb,,ChIJcz5DRMapQjQRC946fbVbtk8
找午倉Brunch,北投區,早午餐,,https://line.me/R/ti/p/@907qiuyq,,ChIJlVAfvnKvQjQRptho33uDf_4
找諶 Chen’s Brunch,南港區,早午餐,02 2782 9835,,,ChIJA9vu3HqrQjQRWhhwjOBFkcA
找點吃的早餐店,文山區,早午餐,02 2239 0355,,,ChIJn1xWIGeqQjQRVkU0dLTx054
沐對 MoonDay 義式小廚房,內湖區,義大利料理,02 2631 2626,https://lin.ee/PyLT5VO,,ChIJkaCpC72sQjQRZWZG53Rs2Og
沒事''早事''坐,中山區,早午餐,02 2541 2001,https://zaoshih.weebly.com/,,ChIJV7KAV12pQjQROd2EYKrG-9A
玖仰Jiuyang,大安區,中式料理,02 2358 1613,https://www.facebook.com/%E7%8E%96%E4%BB%B0%E8%8C%B6%E9%A3%9F%E6%96%87%E5%8C%96-101297618338470/,,ChIJNyZeI5upQjQRmjNcH9N6Z-w
玖龍冰室香港茶餐廳,信義區,中式料理,02 3762 1195,https://kowloonselect.com/,,ChIJo3ClvoarQjQR3W13Dy-xMh8
男子漢拉麵食堂內湖737店,內湖區,拉麵,02 2627 6627,,,ChIJa3AnfWGsQjQR2vz2MWcy9qw
角。藍色Cafe,士林區,咖啡廳,02 2876 3866,https://www.facebook.com/tcbhband/,,ChIJKxUBpYauQjQRP78StRF6Yfc
豆咖啡 BEANCAFE【豆二】咖啡豆烘焙專門店,北投區,烘焙/甜點,02 2895 2348,http://www.beancafe.com.tw/,,ChIJI9KEY1GuQjQRwkpKy4aN7LQ
貝莉義式餐廳,,義大利料理,02 2627 1796,https://iding.tw/stores/32034c02/menu/%E8%B2%9D%E8%8E%89%E7%BE%A9%E5%BC%8F%E9%A4%90%E5%BB%B3,,ChIJU867w2KsQjQRWbv8Eb_hmwE
貝魯佳義大利麵,內湖區,義大利料理,0910 918 794,http://www.facebook.com/Penugia,,ChIJvwkYkW6sQjQR5v3EGLb2tnM
亞米小廚 yummy kitchenette,信義區,義大利料理,02 2765 2332,https://www.facebook.com/yummykitchenette/?fref=ts,,ChIJzSPA47yrQjQRReFdmPmEKUM
亞米早午餐店 新中店,松山區,早午餐,02 2761 3211,,,ChIJET3OUY2rQjQRfo5bR8hjyjk
亞瑟蘭印度餐廳(士林店)Asrah Indian Cuisines 清真認證Halal,士林區,印度料理,02 2834 3303,https://www.facebook.com/share/1MppjWry6o/,,ChIJiU5dGbevQjQR4xyi0i2ZWsg
享半天早食&早茶,信義區,早午餐,02 2727 2158,https://www.facebook.com/%E4%BA%AB%E5%8D%8A%E5%A4%A9%E6%97%A9%E9%A3%9F%E6%97%A9%E8%8C%B6-108816118389569/,,ChIJ5d7s2S6rQjQRIt49yGJ-5U8
享食義大利麵,,義大利料理,02 2592 7519,,,ChIJOwWWK2GpQjQR5JI4J-JKB6k
享宴小廚,內湖區,中式料理,02 2631 8467,https://www.facebook.com/%E4%BA%AB%E5%AE%B4%E5%B0%8F%E5%BB%9A-182443859325680,,ChIJfSaCyLqsQjQRJYTlZXff4kE
享點港式飲茶,中山區,中式料理,02 2100 1031,https://my.matterport.com/show?play=1&lang=en-US&m=VLVUkmQAzGZ,,ChIJ7awmDQCpQjQR8Uvi8szGMT0
京元堡早午餐店,信義區,早午餐,02 2767 0016,,,ChIJna8ZR5mrQjQRgdUSafjojA4
佬披薩LA PIZZA（開業21+年）,大安區,披薩,02 2364 5822,https://www.facebook.com/%E4%BD%AC%E6%8A%AB%E8%96%A9-La-pizza-105545945140719/,,ChIJl-sBDI-pQjQRuAvhyCfLSGU
來有早午餐店,內湖區,早午餐,02 2627 1282,https://iding.tw/stores/9dd2f1a5/menu/%E4%BE%86%E6%9C%89%E6%97%A9%E5%8D%88%E9%A4%90,,ChIJh6DUsmasQjQRmSs4J3wkR6k
叁食,信義區,咖啡廳,02 2758 0170,https://30cafe.com.tw/,,ChIJpWEDTmSrQjQRc-bf3kJg8uM
味覺義廚館,士林區,義大利料理,02 2876 7855,https://www.facebook.com/283133474130/,,ChIJU4cV3IeuQjQRXZuzI1ZJPFE
呷本丸早午餐,大同區,早午餐,02 2593 0337,https://shop.ichefpos.com/store/gW3XJHQo/ordering,,ChIJLVPGkx2pQjQR1hUbJfYUm68
和民 手作廚房 桂林家樂福店,,日式料理,02 2383 0030,https://www.watami.com.tw/nikuteiwatami-new-2,,ChIJ-dD7-s-pQjQRqw4JZutsb5A
和民手作廚房 微風北車店,中正區,日式料理,02 2375 1518,https://www.watami.com.tw/,,ChIJlSe-dm-pQjQR48ZVrhFPkjw
和光日式家庭料理,士林區,日式料理,02 2592 2812,https://www.facebook.com/wako2022,,ChIJq4jpa9-vQjQRp_HHAAkU-MA
咖啡小劇場,內湖區,烘焙/甜點,0925 007 112,https://theatre.1shop-app.com/,,ChIJc4uAJWOsQjQR1hkcJ6oJL5U
咖啡瑪榭 中山店,中山區,美式料理,02 2567 9077,https://lin.ee/H2WEyat,,ChIJPSyKR2mpQjQRLB_JwBEp9H4
咖啡學人-傑克威爾 The Cafeist & Jackwell,中正區,咖啡廳,02 2368 0045,https://www.thecafeist.com/,,ChIJV_SOYpqpQjQRA9cnwa-fRdc
奉陪茶莊,文山區,中式料理,02 2939 5057,,,ChIJHwH_sC8AaDQR4JPPrq-ZgMY
季節廚房,北投區,中式料理,02 2858 1953,,,ChIJzbWfE9avQjQRO9epSFm33dI
季滿屋日本料理,文山區,日式料理,02 2935 0387,https://www.facebook.com/291379890973063/,,ChIJbyjfSQSqQjQRhVrZWCaY1y8
定食8 康寧店,內湖區,日式料理,02 2632 3590,http://www.sushiexpress.com.tw/,,ChIJ2wXDYrusQjQRFSRo7dywgho
尚雯早午餐,大同區,早午餐,0936 085 646,https://www.facebook.com/Stablebrunch/?ref=bookmarks,,ChIJb5CtlsypQjQRStcZ1ACr6O4
帕斯塔焗麵所 帕斯塔義麵所 西門町義大利麵·焗烤·平價美食,萬華區,義大利料理,02 2381 8668,https://linktr.ee/pastahouse100,,ChIJc_923ASpQjQRgzoUHio2o6A
幸福早午餐,中山區,早午餐,02 2541 5057,,,ChIJAX3iT1mpQjQRSW1guXtO7wE
幸福早午餐,內湖區,早午餐,0928 272 536,https://anny2949.pixnet.net/blog/post/268826131,,ChIJnYrKSCWtQjQREPUePSrle7Y
幸福咬一口,松山區,披薩,,https://lin.ee/gKJqxF9,,ChIJe6MIKuSrQjQRXf1hfwIiNL4
幸福食光 義大利麵烘培坊,北投區,義大利料理,02 2891 8656,,,ChIJeWJIoc6vQjQRzOQ6P_hqFjI
底特律pizza,文山區,披薩,02 2236 3608,,,ChIJbU4FGwCrQjQRe_V1ShRF1_Q
府岸台菜海鮮城,大安區,中式料理,02 2393 5901,,,ChIJHcGMToKpQjQRcWfGfKBrPIE
忠青商行 微風台北車站店,中正區,中式料理,02 2311 7989,https://www.facebook.com/ChungChingstore/,,ChIJsfDihtipQjQRvnUgKnWvyPs
怡客咖啡 士林店,士林區,咖啡廳,02 2880 5920,http://www.ikari.com.tw/,,ChIJi2noNqOuQjQRbA-Scsp0ws8
怡客咖啡 文山店,文山區,咖啡廳,02 2230 1717,https://www.ikari.com.tw/main.php,,ChIJuxRStBKqQjQRiY6syO1DebE
怪咖屋THE WACKO HOUSE Brunch & Bar,中正區,小酒館/餐酒館,02 2365 0119,https://www.facebook.com/thewackohouse,,ChIJIWFwqW-pQjQRG1swI_5bSsc
拉亞漢堡 北市中華,中正區,早午餐,02 2301 2876,https://www.facebook.com/LAYATPECH/?ref=page_internal,,ChIJKX3oQbypQjQRkvM-qBEwhfY
拉亞漢堡 台北錦州,中山區,早午餐,02 2515 1619,https://now.laya.com.tw/table?store=64a4deabc06ca680d4ab23ec,,ChIJMUwgSuKrQjQRizcHD3amAgk
拌米,中山區,韓式料理,02 2508 3430,,,ChIJ_w9hMsmpQjQRLx2Bqp029us
拌路食事（ 週二、週三休息）,內湖區,日式料理,0901 323 796,https://imenu.com.tw/halfway/halfway_114/menu,,ChIJr2PsqSGtQjQR9a7aBciVG4Y
明水然・樂-遠百信義店(遠百A13店),信義區,日式料理,02 8786 0466,https://booking.twledodo.com/,,ChIJtSr-hrqrQjQR2-oMPU9LoDc
東方樓 台北漢來店,南港區,中式料理,02 2788 1618,https://www.hilai-foods.com/brand-content/40,,ChIJPUX9iw6tQjQRE-UwkTLnci4
東湖家鄉小吃,內湖區,中式料理,02 2630 6877,https://liff.line.me/1657717129-L7nrjAqG/DongHuJSSC/menu,,ChIJMTEyc7usQjQRJaMSPiuK3HM
松山區立可康餐廳,松山區,複合式餐廳,02 2546 8597,,,ChIJ-wWUb-WrQjQRRalMaORtvUc
松日本料理,中山區,日式料理,02 2581 6970,https://www.facebook.com/pages/%E6%9D%BE%E6%9B%B0%E6%9C%AC%E6%96%99%E7%90%86/150554205007879/,,ChIJu5NcQ2-pQjQRLklL1NptpjQ
松松咖啡,松山區,咖啡廳,0926 193 103,https://www.instagram.com/song_song1023?igsh=enJpMTZmNGp2NTll,,ChIJEVCUKC-rQjQRVRSIy37cv4k
松果院子,松山區,義大利料理,02 2765 0386,http://www.r-pinecone.com/,,ChIJvdWMGY2rQjQRjF3SNuha2Tw
板石 Slate cafe,大安區,咖啡廳,02 2773 1515,https://www.unitedhotel.com.tw/dining/page/2,,ChIJeQV6HMerQjQR5SBpP7W5fik
欣晨堡早午餐,內湖區,早午餐,02 8791 3719,,,ChIJ39Ld-PKsQjQREeJbLUucamY
欣葉小聚 南港店,南港區,中式料理,02 2785 1819,https://www.shinyeh.com.tw/content/zh/brand/Index.aspx?BrandId=3,,ChIJqX7CxKesQjQRWduxZ7juYTM
欣葉日本料理館前店,中正區,日式料理,02 2371 3311,https://www.shinyeh.com.tw/content/zh/brand/Index.aspx?BrandId=4,,ChIJRXL_JXOpQjQRowS1Pdt1jVE
欣葉台菜 信義新天地A9店,信義區,中式料理,02 8786 1234,https://www.shinyeh.com.tw/content/zh/brand/Index.aspx?BrandId=1,,ChIJrSZypLCrQjQRdNWuZqKdwqM
武蔵野森珈琲 Diner 台北西門相鐵店,,咖啡廳,02 2311 0997,https://www.musashi.com.tw/,,ChIJtzSuKQqpQjQR8Mw4pIK5WFM
波波早午餐 民生總店,松山區,早午餐,02 2545 7990,,,ChIJcVktbOarQjQRC3OpgHRsR6M
波波草Brunch,信義區,早午餐,0965 162 803,,,ChIJIWUYXRCrQjQRxl4NXRJv_cg
波赫士領地精品咖啡館 明水店 提拉米蘇 千層蛋糕,中山區,早午餐,02 2532 9990,https://www.yyyy.com.tw/,,ChIJEypAtQisQjQRZ0zM2T_iyak
波赫士領地精品咖啡館 提拉米蘇 千層蛋糕 BorgesPlace昌吉店,大同區,咖啡廳,02 2598 3999,https://www.facebook.com/profile.php?id=100088387524130&mibextid=LQQJ4d,,ChIJYR9wWIytQjQR8gzoVNqYgy8
物理漢堡,中山區,早午餐,,https://lin.ee/EhelMro,,ChIJecy-oUypQjQRprFZ8c90Z1k
玩味食茶-早午餐,信義區,早午餐,02 8786 0084,https://facebook.com/Funmoment.Meals,,ChIJyer-9MmrQjQRlumkOoIg8bQ
芝生食堂 民生社區店,松山區,日式料理,02 2719 0001,https://www.facebook.com/SibafuMinSheng/,,ChIJu1Cbju6rQjQRfHWLfwSBGjg
花心廚房(不定休)平日午晚餐營養餐盒與咖哩、假日全天早午餐,南港區,早午餐,02 2651 7528,https://imenu.com.tw/kokoroFCP/branches,,ChIJbdxVNwCrQjQR3S6nw6ih34w
花房CAFE,信義區,咖啡廳,02 2729 7697,,,ChIJmdP86bSrQjQRvWsO996B8eg
花娘小館（創始店）,松山區,中式料理,02 2718 4469,https://inline.app/booking/-NxuTOP0taCoQTNLDSOB:inline-live-3/-NxuTOcBfhTil0vSRGef,,ChIJPeDT3eirQjQRuaBAh9usvfY
花暖簾,內湖區,日式料理,0970 390 741,https://www.facebook.com/HananorenTaipei/,,ChIJVdLedLysQjQRRsgnoYBGG_M
花漾薇漫餐廳,中正區,咖啡廳,02 2365 6188,,,ChIJuUnPP0KpQjQRguNrS_dGJ7c
